"","Year","Month","Day","Country","dengue_cases"
"4672",2012,7,22,"Thailand",334
"4673",2012,7,22,"Venezuela",2
"4674",2012,7,29,"Argentina",17
"4675",2012,7,29,"Bolivia",5
"4676",2012,7,29,"Brazil",61
"4677",2012,7,29,"India",91
"4678",2012,7,29,"Indonesia",78
"4679",2012,7,29,"Mexico",223
"4680",2012,7,29,"Philippines",256
"4681",2012,7,29,"Singapore",122
"4682",2012,7,29,"Thailand",227
"4683",2012,7,29,"Venezuela",212
"4684",2012,8,5,"Argentina",17
"4685",2012,8,5,"Bolivia",5
"4686",2012,8,5,"Brazil",59
"4687",2012,8,5,"India",97
"4688",2012,8,5,"Indonesia",76
"4689",2012,8,5,"Mexico",235
"4690",2012,8,5,"Philippines",236
"4691",2012,8,5,"Singapore",109
"4692",2012,8,5,"Thailand",272
"4693",2012,8,5,"Venezuela",224
"4694",2012,8,12,"Argentina",19
"4695",2012,8,12,"Bolivia",1
"4696",2012,8,12,"Brazil",53
"4697",2012,8,12,"India",122
"4698",2012,8,12,"Indonesia",69
"4699",2012,8,12,"Mexico",258
"4700",2012,8,12,"Philippines",256
"4701",2012,8,12,"Singapore",115
"4702",2012,8,12,"Thailand",254
"4703",2012,8,12,"Venezuela",235
"4704",2012,8,19,"Argentina",17
"4705",2012,8,19,"Bolivia",12
"4706",2012,8,19,"Brazil",5
"4707",2012,8,19,"India",147
"4708",2012,8,19,"Indonesia",7
"4709",2012,8,19,"Mexico",288
"4710",2012,8,19,"Philippines",227
"4711",2012,8,19,"Singapore",115
"4712",2012,8,19,"Thailand",256
"4713",2012,8,19,"Venezuela",258
"4714",2012,8,26,"Argentina",24
"4715",2012,8,26,"Bolivia",14
"4716",2012,8,26,"Brazil",49
"4717",2012,8,26,"India",19
"4718",2012,8,26,"Indonesia",75
"4719",2012,8,26,"Mexico",309
"4720",2012,8,26,"Philippines",212
"4721",2012,8,26,"Singapore",116
"4722",2012,8,26,"Thailand",233
"4723",2012,8,26,"Venezuela",273
"4724",2012,9,2,"Argentina",29
"4725",2012,9,2,"Bolivia",12
"4726",2012,9,2,"Brazil",44
"4727",2012,9,2,"India",248
"4728",2012,9,2,"Indonesia",83
"4729",2012,9,2,"Mexico",337
"4730",2012,9,2,"Philippines",207
"4731",2012,9,2,"Singapore",112
"4732",2012,9,2,"Thailand",221
"4733",2012,9,2,"Venezuela",269
"4734",2012,9,9,"Argentina",39
"4735",2012,9,9,"Bolivia",9
"4736",2012,9,9,"Brazil",51
"4737",2012,9,9,"India",228
"4738",2012,9,9,"Indonesia",8
"4739",2012,9,9,"Mexico",319
"4740",2012,9,9,"Philippines",204
"4741",2012,9,9,"Singapore",113
"4742",2012,9,9,"Thailand",224
"4743",2012,9,9,"Venezuela",269
"4744",2012,9,16,"Argentina",34
"4745",2012,9,16,"Bolivia",9
"4746",2012,9,16,"Brazil",54
"4747",2012,9,16,"India",212
"4748",2012,9,16,"Indonesia",82
"4749",2012,9,16,"Mexico",311
"4750",2012,9,16,"Philippines",184
"4751",2012,9,16,"Singapore",115
"4752",2012,9,16,"Thailand",217
"4753",2012,9,16,"Venezuela",243
"4754",2012,9,23,"Argentina",27
"4755",2012,9,23,"Bolivia",6
"4756",2012,9,23,"Brazil",43
"4757",2012,9,23,"India",231
"4758",2012,9,23,"Indonesia",88
"4759",2012,9,23,"Mexico",315
"4760",2012,9,23,"Philippines",218
"4761",2012,9,23,"Singapore",118
"4762",2012,9,23,"Thailand",181
"4763",2012,9,23,"Venezuela",236
"4764",2012,9,30,"Argentina",27
"4765",2012,9,30,"Bolivia",12
"4766",2012,9,30,"Brazil",43
"4767",2012,9,30,"India",302
"4768",2012,9,30,"Indonesia",86
"4769",2012,9,30,"Mexico",323
"4770",2012,9,30,"Philippines",257
"4771",2012,9,30,"Singapore",118
"4772",2012,9,30,"Thailand",17
"4773",2012,9,30,"Venezuela",235
"4774",2012,10,7,"Argentina",27
"4775",2012,10,7,"Bolivia",14
"4776",2012,10,7,"Brazil",38
"4777",2012,10,7,"India",459
"4778",2012,10,7,"Indonesia",87
"4779",2012,10,7,"Mexico",314
"4780",2012,10,7,"Philippines",311
"4781",2012,10,7,"Singapore",118
"4782",2012,10,7,"Thailand",159
"4783",2012,10,7,"Venezuela",224
"4784",2012,10,14,"Argentina",31
"4785",2012,10,14,"Bolivia",12
"4786",2012,10,14,"Brazil",5
"4787",2012,10,14,"India",644
"4788",2012,10,14,"Indonesia",84
"4789",2012,10,14,"Mexico",316
"4790",2012,10,14,"Philippines",337
"4791",2012,10,14,"Singapore",119
"4792",2012,10,14,"Thailand",142
"4793",2012,10,14,"Venezuela",243
"4794",2012,10,21,"Argentina",36
"4795",2012,10,21,"Bolivia",15
"4796",2012,10,21,"Brazil",59
"4797",2012,10,21,"India",1
"4798",2012,10,21,"Indonesia",81
"4799",2012,10,21,"Mexico",311
"4800",2012,10,21,"Philippines",247
"4801",2012,10,21,"Singapore",127
"4802",2012,10,21,"Thailand",152
"4803",2012,10,21,"Venezuela",272
"4804",2012,10,28,"Argentina",43
"4805",2012,10,28,"Bolivia",14
"4806",2012,10,28,"Brazil",56
"4807",2012,10,28,"India",913
"4808",2012,10,28,"Indonesia",84
"4809",2012,10,28,"Mexico",282
"4810",2012,10,28,"Philippines",231
"4811",2012,10,28,"Singapore",128
"4812",2012,10,28,"Thailand",156
"4813",2012,10,28,"Venezuela",326
"4814",2012,11,4,"Argentina",43
"4815",2012,11,4,"Bolivia",13
"4816",2012,11,4,"Brazil",63
"4817",2012,11,4,"India",715
"4818",2012,11,4,"Indonesia",88
"4819",2012,11,4,"Mexico",284
"4820",2012,11,4,"Philippines",22
"4821",2012,11,4,"Singapore",115
"4822",2012,11,4,"Thailand",174
"4823",2012,11,4,"Venezuela",346
"4824",2012,11,11,"Argentina",41
"4825",2012,11,11,"Bolivia",13
"4826",2012,11,11,"Brazil",58
"4827",2012,11,11,"India",452
"4828",2012,11,11,"Indonesia",85
"4829",2012,11,11,"Mexico",231
"4830",2012,11,11,"Philippines",132
"4831",2012,11,11,"Singapore",117
"4832",2012,11,11,"Thailand",181
"4833",2012,11,11,"Venezuela",333
"4834",2012,11,18,"Argentina",41
"4835",2012,11,18,"Bolivia",1
"4836",2012,11,18,"Brazil",67
"4837",2012,11,18,"India",401
"4838",2012,11,18,"Indonesia",95
"4839",2012,11,18,"Mexico",195
"4840",2012,11,18,"Philippines",128
"4841",2012,11,18,"Singapore",12
"4842",2012,11,18,"Thailand",186
"4843",2012,11,18,"Venezuela",307
"4844",2012,11,25,"Argentina",41
"4845",2012,11,25,"Bolivia",9
"4846",2012,11,25,"Brazil",57
"4847",2012,11,25,"India",294
"4848",2012,11,25,"Indonesia",1
"4849",2012,11,25,"Mexico",168
"4850",2012,11,25,"Philippines",134
"4851",2012,11,25,"Singapore",118
"4852",2012,11,25,"Thailand",168
"4853",2012,11,25,"Venezuela",309
"4854",2012,12,2,"Argentina",34
"4855",2012,12,2,"Bolivia",14
"4856",2012,12,2,"Brazil",54
"4857",2012,12,2,"India",216
"4858",2012,12,2,"Indonesia",103
"4859",2012,12,2,"Mexico",162
"4860",2012,12,2,"Philippines",134
"4861",2012,12,2,"Singapore",116
"4862",2012,12,2,"Thailand",187
"4863",2012,12,2,"Venezuela",277
"4864",2012,12,9,"Argentina",29
"4865",2012,12,9,"Bolivia",15
"4866",2012,12,9,"Brazil",53
"4867",2012,12,9,"India",177
"4868",2012,12,9,"Indonesia",106
"4869",2012,12,9,"Mexico",117
"4870",2012,12,9,"Philippines",154
"4871",2012,12,9,"Singapore",115
"4872",2012,12,9,"Thailand",192
"4873",2012,12,9,"Venezuela",229
"4874",2012,12,16,"Argentina",39
"4875",2012,12,16,"Bolivia",9
"4876",2012,12,16,"Brazil",59
"4877",2012,12,16,"India",132
"4878",2012,12,16,"Indonesia",98
"4879",2012,12,16,"Mexico",116
"4880",2012,12,16,"Philippines",171
"4881",2012,12,16,"Singapore",118
"4882",2012,12,16,"Thailand",184
"4883",2012,12,16,"Venezuela",228
"4884",2012,12,23,"Argentina",34
"4885",2012,12,23,"Bolivia",8
"4886",2012,12,23,"Brazil",81
"4887",2012,12,23,"India",105
"4888",2012,12,23,"Indonesia",95
"4889",2012,12,23,"Mexico",103
"4890",2012,12,23,"Philippines",195
"4891",2012,12,23,"Singapore",126
"4892",2012,12,23,"Thailand",155
"4893",2012,12,23,"Venezuela",235
"4894",2012,12,30,"Argentina",31
"4895",2012,12,30,"Bolivia",6
"4896",2012,12,30,"Brazil",111
"4897",2012,12,30,"India",93
"4898",2012,12,30,"Indonesia",102
"4899",2012,12,30,"Mexico",92
"4900",2012,12,30,"Philippines",185
"4901",2012,12,30,"Singapore",126
"4902",2012,12,30,"Thailand",143
"4903",2012,12,30,"Venezuela",223
"4904",2013,1,6,"Argentina",53
"4905",2013,1,6,"Bolivia",12
"4906",2013,1,6,"Brazil",127
"4907",2013,1,6,"India",78
"4908",2013,1,6,"Indonesia",112
"4909",2013,1,6,"Mexico",84
"4910",2013,1,6,"Philippines",172
"4911",2013,1,6,"Singapore",141
"4912",2013,1,6,"Thailand",178
"4913",2013,1,6,"Venezuela",231
"4914",2013,1,13,"Argentina",6
"4915",2013,1,13,"Bolivia",21
"4916",2013,1,13,"Brazil",145
"4917",2013,1,13,"India",7
"4918",2013,1,13,"Indonesia",122
"4919",2013,1,13,"Mexico",79
"4920",2013,1,13,"Philippines",16
"4921",2013,1,13,"Singapore",142
"4922",2013,1,13,"Thailand",171
"4923",2013,1,13,"Venezuela",221
"4924",2013,1,20,"Argentina",89
"4925",2013,1,20,"Bolivia",15
"4926",2013,1,20,"Brazil",171
"4927",2013,1,20,"India",63
"4928",2013,1,20,"Indonesia",114
"4929",2013,1,20,"Mexico",79
"4930",2013,1,20,"Philippines",154
"4931",2013,1,20,"Singapore",152
"4932",2013,1,20,"Thailand",186
"4933",2013,1,20,"Venezuela",248
"4934",2013,1,27,"Argentina",125
"4935",2013,1,27,"Bolivia",11
"4936",2013,1,27,"Brazil",178
"4937",2013,1,27,"India",57
"4938",2013,1,27,"Indonesia",119
"4939",2013,1,27,"Mexico",81
"4940",2013,1,27,"Philippines",169
"4941",2013,1,27,"Singapore",169
"4942",2013,1,27,"Thailand",184
"4943",2013,1,27,"Venezuela",252
"4944",2013,2,3,"Argentina",106
"4945",2013,2,3,"Bolivia",15
"4946",2013,2,3,"Brazil",182
"4947",2013,2,3,"India",56
"4948",2013,2,3,"Indonesia",121
"4949",2013,2,3,"Mexico",85
"4950",2013,2,3,"Philippines",175
"4951",2013,2,3,"Singapore",185
"4952",2013,2,3,"Thailand",177
"4953",2013,2,3,"Venezuela",267
"4954",2013,2,10,"Argentina",12
"4955",2013,2,10,"Bolivia",13
"4956",2013,2,10,"Brazil",238
"4957",2013,2,10,"India",54
"4958",2013,2,10,"Indonesia",109
"4959",2013,2,10,"Mexico",82
"4960",2013,2,10,"Philippines",148
"4961",2013,2,10,"Singapore",184
"4962",2013,2,10,"Thailand",178
"4963",2013,2,10,"Venezuela",245
"4964",2013,2,17,"Argentina",212
"4965",2013,2,17,"Bolivia",25
"4966",2013,2,17,"Brazil",275
"4967",2013,2,17,"India",51
"4968",2013,2,17,"Indonesia",112
"4969",2013,2,17,"Mexico",84
"4970",2013,2,17,"Philippines",113
"4971",2013,2,17,"Singapore",193
"4972",2013,2,17,"Thailand",178
"4973",2013,2,17,"Venezuela",263
"4974",2013,2,24,"Argentina",181
"4975",2013,2,24,"Bolivia",22
"4976",2013,2,24,"Brazil",323
"4977",2013,2,24,"India",49
"4978",2013,2,24,"Indonesia",111
"4979",2013,2,24,"Mexico",86
"4980",2013,2,24,"Philippines",105
"4981",2013,2,24,"Singapore",167
"4982",2013,2,24,"Thailand",147
"4983",2013,2,24,"Venezuela",312
"4984",2013,3,3,"Argentina",217
"4985",2013,3,3,"Bolivia",18
"4986",2013,3,3,"Brazil",328
"4987",2013,3,3,"India",35
"4988",2013,3,3,"Indonesia",107
"4989",2013,3,3,"Mexico",91
"4990",2013,3,3,"Philippines",94
"4991",2013,3,3,"Singapore",162
"4992",2013,3,3,"Thailand",185
"4993",2013,3,3,"Venezuela",255
"4994",2013,3,10,"Argentina",207
"4995",2013,3,10,"Bolivia",14
"4996",2013,3,10,"Brazil",368
"4997",2013,3,10,"India",32
"4998",2013,3,10,"Indonesia",111
"4999",2013,3,10,"Mexico",83
"5000",2013,3,10,"Philippines",91
"5001",2013,3,10,"Singapore",142
"5002",2013,3,10,"Thailand",187
"5003",2013,3,10,"Venezuela",258
"5004",2013,3,17,"Argentina",188
"5005",2013,3,17,"Bolivia",22
"5006",2013,3,17,"Brazil",421
"5007",2013,3,17,"India",29
"5008",2013,3,17,"Indonesia",118
"5009",2013,3,17,"Mexico",85
"5010",2013,3,17,"Philippines",71
"5011",2013,3,17,"Singapore",123
"5012",2013,3,17,"Thailand",2
"5013",2013,3,17,"Venezuela",288
"5014",2013,3,24,"Argentina",154
"5015",2013,3,24,"Bolivia",23
"5016",2013,3,24,"Brazil",423
"5017",2013,3,24,"India",25
"5018",2013,3,24,"Indonesia",111
"5019",2013,3,24,"Mexico",7
"5020",2013,3,24,"Philippines",81
"5021",2013,3,24,"Singapore",143
"5022",2013,3,24,"Thailand",162
"5023",2013,3,24,"Venezuela",215
"5024",2013,3,31,"Argentina",159
"5025",2013,3,31,"Bolivia",19
"5026",2013,3,31,"Brazil",501
"5027",2013,3,31,"India",25
"5028",2013,3,31,"Indonesia",108
"5029",2013,3,31,"Mexico",88
"5030",2013,3,31,"Philippines",63
"5031",2013,3,31,"Singapore",157
"5032",2013,3,31,"Thailand",146
"5033",2013,3,31,"Venezuela",281
"5034",2013,4,7,"Argentina",154
"5035",2013,4,7,"Bolivia",15
"5036",2013,4,7,"Brazil",568
"5037",2013,4,7,"India",3
"5038",2013,4,7,"Indonesia",108
"5039",2013,4,7,"Mexico",93
"5040",2013,4,7,"Philippines",61
"5041",2013,4,7,"Singapore",196
"5042",2013,4,7,"Thailand",138
"5043",2013,4,7,"Venezuela",215
"5044",2013,4,14,"Argentina",176
"5045",2013,4,14,"Bolivia",23
"5046",2013,4,14,"Brazil",488
"5047",2013,4,14,"India",22
"5048",2013,4,14,"Indonesia",104
"5049",2013,4,14,"Mexico",88
"5050",2013,4,14,"Philippines",53
"5051",2013,4,14,"Singapore",219
"5052",2013,4,14,"Thailand",147
"5053",2013,4,14,"Venezuela",195
"5054",2013,4,21,"Argentina",234
"5055",2013,4,21,"Bolivia",18
"5056",2013,4,21,"Brazil",383
"5057",2013,4,21,"India",27
"5058",2013,4,21,"Indonesia",97
"5059",2013,4,21,"Mexico",89
"5060",2013,4,21,"Philippines",49
"5061",2013,4,21,"Singapore",217
"5062",2013,4,21,"Thailand",191
"5063",2013,4,21,"Venezuela",223
"5064",2013,4,28,"Argentina",152
"5065",2013,4,28,"Bolivia",16
"5066",2013,4,28,"Brazil",32
"5067",2013,4,28,"India",2
"5068",2013,4,28,"Indonesia",101
"5069",2013,4,28,"Mexico",87
"5070",2013,4,28,"Philippines",53
"5071",2013,4,28,"Singapore",27
"5072",2013,4,28,"Thailand",187
"5073",2013,4,28,"Venezuela",218
"5074",2013,5,5,"Argentina",152
"5075",2013,5,5,"Bolivia",18
"5076",2013,5,5,"Brazil",264
"5077",2013,5,5,"India",25
"5078",2013,5,5,"Indonesia",102
"5079",2013,5,5,"Mexico",94
"5080",2013,5,5,"Philippines",53
"5081",2013,5,5,"Singapore",252
"5082",2013,5,5,"Thailand",194
"5083",2013,5,5,"Venezuela",259
"5084",2013,5,12,"Argentina",137
"5085",2013,5,12,"Bolivia",19
"5086",2013,5,12,"Brazil",241
"5087",2013,5,12,"India",33
"5088",2013,5,12,"Indonesia",101
"5089",2013,5,12,"Mexico",104
"5090",2013,5,12,"Philippines",57
"5091",2013,5,12,"Singapore",228
"5092",2013,5,12,"Thailand",21
"5093",2013,5,12,"Venezuela",314
"5094",2013,5,19,"Argentina",96
"5095",2013,5,19,"Bolivia",12
"5096",2013,5,19,"Brazil",2
"5097",2013,5,19,"India",4
"5098",2013,5,19,"Indonesia",101
"5099",2013,5,19,"Mexico",108
"5100",2013,5,19,"Philippines",64
"5101",2013,5,19,"Singapore",23
"5102",2013,5,19,"Thailand",26
"5103",2013,5,19,"Venezuela",334
"5104",2013,5,26,"Argentina",82
"5105",2013,5,26,"Bolivia",8
"5106",2013,5,26,"Brazil",147
"5107",2013,5,26,"India",65
"5108",2013,5,26,"Indonesia",1
"5109",2013,5,26,"Mexico",113
"5110",2013,5,26,"Philippines",77
"5111",2013,5,26,"Singapore",25
"5112",2013,5,26,"Thailand",318
"5113",2013,5,26,"Venezuela",332
"5114",2013,6,2,"Argentina",77
"5115",2013,6,2,"Bolivia",9
"5116",2013,6,2,"Brazil",129
"5117",2013,6,2,"India",93
"5118",2013,6,2,"Indonesia",96
"5119",2013,6,2,"Mexico",133
"5120",2013,6,2,"Philippines",93
"5121",2013,6,2,"Singapore",314
"5122",2013,6,2,"Thailand",461
"5123",2013,6,2,"Venezuela",321
"5124",2013,6,9,"Argentina",67
"5125",2013,6,9,"Bolivia",8
"5126",2013,6,9,"Brazil",124
"5127",2013,6,9,"India",103
"5128",2013,6,9,"Indonesia",93
"5129",2013,6,9,"Mexico",156
"5130",2013,6,9,"Philippines",109
"5131",2013,6,9,"Singapore",441
"5132",2013,6,9,"Thailand",727
"5133",2013,6,9,"Venezuela",31
"5134",2013,6,16,"Argentina",39
"5135",2013,6,16,"Bolivia",6
"5136",2013,6,16,"Brazil",114
"5137",2013,6,16,"India",11
"5138",2013,6,16,"Indonesia",94
"5139",2013,6,16,"Mexico",163
"5140",2013,6,16,"Philippines",129
"5141",2013,6,16,"Singapore",417
"5142",2013,6,16,"Thailand",905
"5143",2013,6,16,"Venezuela",299
"5144",2013,6,23,"Argentina",51
"5145",2013,6,23,"Bolivia",5
"5146",2013,6,23,"Brazil",88
"5147",2013,6,23,"India",114
"5148",2013,6,23,"Indonesia",91
"5149",2013,6,23,"Mexico",184
"5150",2013,6,23,"Philippines",164
"5151",2013,6,23,"Singapore",306
"5152",2013,6,23,"Thailand",85
"5153",2013,6,23,"Venezuela",277
"5154",2013,6,30,"Argentina",48
"5155",2013,6,30,"Bolivia",4
"5156",2013,6,30,"Brazil",78
"5157",2013,6,30,"India",124
"5158",2013,6,30,"Indonesia",89
"5159",2013,6,30,"Mexico",212
"5160",2013,6,30,"Philippines",129
"5161",2013,6,30,"Singapore",236
"5162",2013,6,30,"Thailand",862
"5163",2013,6,30,"Venezuela",25
"5164",2013,7,7,"Argentina",29
"5165",2013,7,7,"Bolivia",3
"5166",2013,7,7,"Brazil",65
"5167",2013,7,7,"India",134
"5168",2013,7,7,"Indonesia",86
"5169",2013,7,7,"Mexico",219
"5170",2013,7,7,"Philippines",163
"5171",2013,7,7,"Singapore",222
"5172",2013,7,7,"Thailand",938
"5173",2013,7,7,"Venezuela",232
"5174",2013,7,14,"Argentina",19
"5175",2013,7,14,"Bolivia",2
"5176",2013,7,14,"Brazil",64
"5177",2013,7,14,"India",135
"5178",2013,7,14,"Indonesia",89
"5179",2013,7,14,"Mexico",279
"5180",2013,7,14,"Philippines",168
"5181",2013,7,14,"Singapore",189
"5182",2013,7,14,"Thailand",1
"5183",2013,7,14,"Venezuela",215
"5184",2013,7,21,"Argentina",22
"5185",2013,7,21,"Bolivia",3
"5186",2013,7,21,"Brazil",51
"5187",2013,7,21,"India",139
"5188",2013,7,21,"Indonesia",87
"5189",2013,7,21,"Mexico",306
"5190",2013,7,21,"Philippines",199
"5191",2013,7,21,"Singapore",171
"5192",2013,7,21,"Thailand",765
"5193",2013,7,21,"Venezuela",214
"5194",2013,7,28,"Argentina",39
"5195",2013,7,28,"Bolivia",2
"5196",2013,7,28,"Brazil",56
"5197",2013,7,28,"India",139
"5198",2013,7,28,"Indonesia",8
"5199",2013,7,28,"Mexico",325
"5200",2013,7,28,"Philippines",212
"5201",2013,7,28,"Singapore",156
"5202",2013,7,28,"Thailand",657
"5203",2013,7,28,"Venezuela",213
"5204",2013,8,4,"Argentina",36
"5205",2013,8,4,"Bolivia",4
"5206",2013,8,4,"Brazil",63
"5207",2013,8,4,"India",126
"5208",2013,8,4,"Indonesia",79
"5209",2013,8,4,"Mexico",37
"5210",2013,8,4,"Philippines",235
"5211",2013,8,4,"Singapore",142
"5212",2013,8,4,"Thailand",608
"5213",2013,8,4,"Venezuela",221
"5214",2013,8,11,"Argentina",27
"5215",2013,8,11,"Bolivia",6
"5216",2013,8,11,"Brazil",57
"5217",2013,8,11,"India",134
"5218",2013,8,11,"Indonesia",84
"5219",2013,8,11,"Mexico",329
"5220",2013,8,11,"Philippines",286
"5221",2013,8,11,"Singapore",164
"5222",2013,8,11,"Thailand",563
"5223",2013,8,11,"Venezuela",228
"5224",2013,8,18,"Argentina",31
"5225",2013,8,18,"Bolivia",4
"5226",2013,8,18,"Brazil",6
"5227",2013,8,18,"India",172
"5228",2013,8,18,"Indonesia",89
"5229",2013,8,18,"Mexico",339
"5230",2013,8,18,"Philippines",237
"5231",2013,8,18,"Singapore",142
"5232",2013,8,18,"Thailand",587
"5233",2013,8,18,"Venezuela",241
"5234",2013,8,25,"Argentina",31
"5235",2013,8,25,"Bolivia",5
"5236",2013,8,25,"Brazil",54
"5237",2013,8,25,"India",216
"5238",2013,8,25,"Indonesia",86
"5239",2013,8,25,"Mexico",361
"5240",2013,8,25,"Philippines",253
"5241",2013,8,25,"Singapore",134
"5242",2013,8,25,"Thailand",546
"5243",2013,8,25,"Venezuela",261
"5244",2013,9,1,"Argentina",31
"5245",2013,9,1,"Bolivia",7
"5246",2013,9,1,"Brazil",53
"5247",2013,9,1,"India",305
"5248",2013,9,1,"Indonesia",84
"5249",2013,9,1,"Mexico",406
"5250",2013,9,1,"Philippines",204
"5251",2013,9,1,"Singapore",132
"5252",2013,9,1,"Thailand",47
"5253",2013,9,1,"Venezuela",242
"5254",2013,9,8,"Argentina",29
"5255",2013,9,8,"Bolivia",6
"5256",2013,9,8,"Brazil",57
"5257",2013,9,8,"India",378
"5258",2013,9,8,"Indonesia",81
"5259",2013,9,8,"Mexico",391
"5260",2013,9,8,"Philippines",191
"5261",2013,9,8,"Singapore",146
"5262",2013,9,8,"Thailand",466
"5263",2013,9,8,"Venezuela",247
"5264",2013,9,15,"Argentina",22
"5265",2013,9,15,"Bolivia",7
"5266",2013,9,15,"Brazil",57
"5267",2013,9,15,"India",483
"5268",2013,9,15,"Indonesia",84
"5269",2013,9,15,"Mexico",393
"5270",2013,9,15,"Philippines",186
"5271",2013,9,15,"Singapore",153
"5272",2013,9,15,"Thailand",397
"5273",2013,9,15,"Venezuela",247
"5274",2013,9,22,"Argentina",27
"5275",2013,9,22,"Bolivia",7
"5276",2013,9,22,"Brazil",52
"5277",2013,9,22,"India",585
"5278",2013,9,22,"Indonesia",87
"5279",2013,9,22,"Mexico",483
"5280",2013,9,22,"Philippines",191
"5281",2013,9,22,"Singapore",157
"5282",2013,9,22,"Thailand",315
"5283",2013,9,22,"Venezuela",268
"5284",2013,9,29,"Argentina",27
"5285",2013,9,29,"Bolivia",8
"5286",2013,9,29,"Brazil",47
"5287",2013,9,29,"India",606
"5288",2013,9,29,"Indonesia",83
"5289",2013,9,29,"Mexico",541
"5290",2013,9,29,"Philippines",186
"5291",2013,9,29,"Singapore",193
"5292",2013,9,29,"Thailand",245
"5293",2013,9,29,"Venezuela",291
"5294",2013,10,6,"Argentina",34
"5295",2013,10,6,"Bolivia",8
"5296",2013,10,6,"Brazil",45
"5297",2013,10,6,"India",552
"5298",2013,10,6,"Indonesia",81
"5299",2013,10,6,"Mexico",562
"5300",2013,10,6,"Philippines",182
"5301",2013,10,6,"Singapore",186
"5302",2013,10,6,"Thailand",216
"5303",2013,10,6,"Venezuela",315
"5304",2013,10,13,"Argentina",39
"5305",2013,10,13,"Bolivia",14
"5306",2013,10,13,"Brazil",51
"5307",2013,10,13,"India",537
"5308",2013,10,13,"Indonesia",78
"5309",2013,10,13,"Mexico",53
"5310",2013,10,13,"Philippines",168
"5311",2013,10,13,"Singapore",174
"5312",2013,10,13,"Thailand",173
"5313",2013,10,13,"Venezuela",36
"5314",2013,10,20,"Argentina",48
"5315",2013,10,20,"Bolivia",12
"5316",2013,10,20,"Brazil",63
"5317",2013,10,20,"India",511
"5318",2013,10,20,"Indonesia",81
"5319",2013,10,20,"Mexico",518
"5320",2013,10,20,"Philippines",149
"5321",2013,10,20,"Singapore",204
"5322",2013,10,20,"Thailand",169
"5323",2013,10,20,"Venezuela",404
"5324",2013,10,27,"Argentina",41
"5325",2013,10,27,"Bolivia",14
"5326",2013,10,27,"Brazil",56
"5327",2013,10,27,"India",41
"5328",2013,10,27,"Indonesia",8
"5329",2013,10,27,"Mexico",482
"5330",2013,10,27,"Philippines",144
"5331",2013,10,27,"Singapore",195
"5332",2013,10,27,"Thailand",156
"5333",2013,10,27,"Venezuela",449
"5334",2013,11,3,"Argentina",48
"5335",2013,11,3,"Bolivia",12
"5336",2013,11,3,"Brazil",6
"5337",2013,11,3,"India",358
"5338",2013,11,3,"Indonesia",82
"5339",2013,11,3,"Mexico",449
"5340",2013,11,3,"Philippines",123
"5341",2013,11,3,"Singapore",189
"5342",2013,11,3,"Thailand",175
"5343",2013,11,3,"Venezuela",489
"5344",2013,11,10,"Argentina",43
"5345",2013,11,10,"Bolivia",9
"5346",2013,11,10,"Brazil",61
"5347",2013,11,10,"India",288
"5348",2013,11,10,"Indonesia",86
"5349",2013,11,10,"Mexico",367
"5350",2013,11,10,"Philippines",11
"5351",2013,11,10,"Singapore",184
"5352",2013,11,10,"Thailand",166
"5353",2013,11,10,"Venezuela",468
"5354",2013,11,17,"Argentina",53
"5355",2013,11,17,"Bolivia",8
"5356",2013,11,17,"Brazil",76
"5357",2013,11,17,"India",215
"5358",2013,11,17,"Indonesia",88
"5359",2013,11,17,"Mexico",335
"5360",2013,11,17,"Philippines",92
"5361",2013,11,17,"Singapore",196
"5362",2013,11,17,"Thailand",163
"5363",2013,11,17,"Venezuela",499
"5364",2013,11,24,"Argentina",43
"5365",2013,11,24,"Bolivia",9
"5366",2013,11,24,"Brazil",59
"5367",2013,11,24,"India",16
"5368",2013,11,24,"Indonesia",89
"5369",2013,11,24,"Mexico",267
"5370",2013,11,24,"Philippines",78
"5371",2013,11,24,"Singapore",149
"5372",2013,11,24,"Thailand",156
"5373",2013,11,24,"Venezuela",489
"5374",2013,12,1,"Argentina",48
"5375",2013,12,1,"Bolivia",7
"5376",2013,12,1,"Brazil",56
"5377",2013,12,1,"India",128
"5378",2013,12,1,"Indonesia",88
"5379",2013,12,1,"Mexico",242
"5380",2013,12,1,"Philippines",88
"5381",2013,12,1,"Singapore",142
"5382",2013,12,1,"Thailand",129
"5383",2013,12,1,"Venezuela",453
"5384",2013,12,8,"Argentina",39
"5385",2013,12,8,"Bolivia",5
"5386",2013,12,8,"Brazil",51
"5387",2013,12,8,"India",9
"5388",2013,12,8,"Indonesia",93
"5389",2013,12,8,"Mexico",205
"5390",2013,12,8,"Philippines",94
"5391",2013,12,8,"Singapore",134
"5392",2013,12,8,"Thailand",139
"5393",2013,12,8,"Venezuela",44
"5394",2013,12,15,"Argentina",43
"5395",2013,12,15,"Bolivia",3
"5396",2013,12,15,"Brazil",51
"5397",2013,12,15,"India",71
"5398",2013,12,15,"Indonesia",91
"5399",2013,12,15,"Mexico",181
"5400",2013,12,15,"Philippines",87
"5401",2013,12,15,"Singapore",134
"5402",2013,12,15,"Thailand",124
"5403",2013,12,15,"Venezuela",45
"5404",2013,12,22,"Argentina",39
"5405",2013,12,22,"Bolivia",3
"5406",2013,12,22,"Brazil",53
